Borewell_ID,Year,Month,Day,Rainfall_mm,GW_Level_m,Prev_Day_GW,Prev_7Day_GW,temperature,latitude,longitude
borewell_4,2020,9,12,7.31,16.078,16.034,16.065,35.3,13.06985,80.27368
borewell_4,2020,9,13,19.19,16.08,16.078,16.066,31.2,13.06985,80.27368
borewell_4,2020,9,14,45.33,15.989,16.08,16.043,26.2,13.06985,80.27368
borewell_4,2020,9,15,30.42,16.049,15.989,16.036,32.8,13.06985,80.27368
borewell_4,2020,9,16,21.17,16.0,16.049,16.04,36.0,13.06985,80.27368
borewell_4,2020,9,17,32.41,16.073,16.0,16.043,33.1,13.06985,80.27368
borewell_4,2020,9,18,4.92,15.979,16.073,16.035,25.4,13.06985,80.27368
borewell_4,2020,9,19,41.27,16.07,15.979,16.034,28.5,13.06985,80.27368
borewell_4,2020,9,20,30.71,15.97,16.07,16.019,33.8,13.06985,80.27368
borewell_4,2020,9,21,33.18,16.043,15.97,16.026,27.9,13.06985,80.27368
borewell_4,2020,9,22,27.18,16.028,16.043,16.023,31.3,13.06985,80.27368
borewell_4,2020,9,23,16.61,16.027,16.028,16.027,32.3,13.06985,80.27368
borewell_4,2020,9,24,15.36,15.931,16.027,16.007,27.2,13.06985,80.27368
borewell_4,2020,9,25,14.65,16.131,15.931,16.029,29.8,13.06985,80.27368
borewell_4,2020,9,26,17.27,15.969,16.131,16.014,24.0,13.06985,80.27368
borewell_4,2020,9,27,26.67,16.004,15.969,16.019,26.9,13.06985,80.27368
borewell_4,2020,9,28,37.77,15.977,16.004,16.01,29.2,13.06985,80.27368
borewell_4,2020,9,29,13.32,16.073,15.977,16.016,26.3,13.06985,80.27368
borewell_4,2020,9,30,34.07,15.996,16.073,16.012,34.9,13.06985,80.27368
borewell_4,2020,10,1,11.63,15.956,15.996,16.015,25.7,13.06985,80.27368
borewell_4,2020,10,2,4.65,15.982,15.956,15.994,28.7,13.06985,80.27368
borewell_4,2020,10,3,5.82,15.974,15.982,15.994,30.4,13.06985,80.27368
borewell_4,2020,10,4,15.66,16.033,15.974,15.998,34.3,13.06985,80.27368
borewell_4,2020,10,5,3.3,16.024,16.033,16.005,25.7,13.06985,80.27368
borewell_4,2020,10,6,2.06,15.909,16.024,15.982,33.5,13.06985,80.27368
borewell_4,2020,10,7,8.16,16.094,15.909,15.996,30.0,13.06985,80.27368
borewell_4,2020,10,8,6.55,16.028,16.094,16.006,27.1,13.06985,80.27368
borewell_4,2020,10,9,2.81,16.011,16.028,16.01,31.4,13.06985,80.27368
borewell_4,2020,10,10,6.47,15.933,16.011,16.005,30.6,13.06985,80.27368
borewell_4,2020,10,11,9.62,15.93,15.933,15.99,28.2,13.06985,80.27368
borewell_4,2020,10,12,5.16,16.028,15.93,15.99,30.2,13.06985,80.27368
borewell_4,2020,10,13,14.9,16.016,16.028,16.006,28.8,13.06985,80.27368
borewell_4,2020,10,14,14.91,15.922,16.016,15.981,30.3,13.06985,80.27368
borewell_4,2020,10,15,3.67,15.925,15.922,15.966,32.0,13.06985,80.27368
borewell_4,2020,10,16,10.11,15.981,15.925,15.962,34.8,13.06985,80.27368
borewell_4,2020,10,17,3.43,16.01,15.981,15.973,26.3,13.06985,80.27368
borewell_4,2020,10,18,13.08,15.886,16.01,15.967,36.0,13.06985,80.27368
borewell_4,2020,10,19,9.75,15.984,15.886,15.96,24.1,13.06985,80.27368
borewell_4,2020,10,20,5.01,15.896,15.984,15.943,29.5,13.06985,80.27368
borewell_4,2020,10,21,11.98,15.903,15.896,15.94,31.8,13.06985,80.27368
borewell_4,2020,10,22,8.43,15.962,15.903,15.946,30.8,13.06985,80.27368
borewell_4,2020,10,23,5.61,15.891,15.962,15.933,28.1,13.06985,80.27368
borewell_4,2020,10,24,11.24,15.907,15.891,15.918,29.4,13.06985,80.27368
borewell_4,2020,10,25,3.55,15.993,15.907,15.934,28.5,13.06985,80.27368
borewell_4,2020,10,26,3.56,15.871,15.993,15.917,28.2,13.06985,80.27368
borewell_4,2020,10,27,12.56,15.781,15.871,15.901,32.5,13.06985,80.27368
borewell_4,2020,10,28,7.33,16.006,15.781,15.916,31.1,13.06985,80.27368
borewell_4,2020,10,29,13.97,15.87,16.006,15.903,27.9,13.06985,80.27368
borewell_4,2020,10,30,2.35,15.91,15.87,15.905,32.7,13.06985,80.27368
borewell_4,2020,10,31,6.87,15.924,15.91,15.908,30.9,13.06985,80.27368
borewell_4,2020,11,1,13.32,15.866,15.924,15.89,32.4,13.06985,80.27368
borewell_4,2020,11,2,2.93,15.894,15.866,15.893,31.9,13.06985,80.27368
borewell_4,2020,11,3,12.94,15.917,15.894,15.913,27.5,13.06985,80.27368
borewell_4,2020,11,4,1.81,16.01,15.917,15.913,28.3,13.06985,80.27368
borewell_4,2020,11,5,3.12,15.873,16.01,15.914,32.2,13.06985,80.27368
borewell_4,2020,11,6,8.82,15.827,15.873,15.902,31.8,13.06985,80.27368
borewell_4,2020,11,7,11.48,15.946,15.827,15.905,29.9,13.06985,80.27368
borewell_4,2020,11,8,12.78,15.905,15.946,15.911,30.4,13.06985,80.27368
borewell_4,2020,11,9,11.96,15.818,15.905,15.9,33.8,13.06985,80.27368
borewell_4,2020,11,10,7.68,15.867,15.818,15.892,28.2,13.06985,80.27368
borewell_4,2020,11,11,4.51,15.935,15.867,15.882,31.6,13.06985,80.27368
borewell_4,2020,11,12,10.89,15.969,15.935,15.895,29.4,13.06985,80.27368
borewell_4,2020,11,13,13.53,15.813,15.969,15.893,29.3,13.06985,80.27368
borewell_4,2020,11,14,3.55,15.941,15.813,15.893,33.3,13.06985,80.27368
borewell_4,2020,11,15,5.74,15.908,15.941,15.893,32.5,13.06985,80.27368
borewell_4,2020,11,16,13.96,15.796,15.908,15.89,32.4,13.06985,80.27368
borewell_4,2020,11,17,2.25,15.923,15.796,15.898,33.9,13.06985,80.27368
borewell_4,2020,11,18,13.52,15.98,15.923,15.904,30.1,13.06985,80.27368
borewell_4,2020,11,19,7.29,15.87,15.98,15.89,32.0,13.06985,80.27368
borewell_4,2020,11,20,10.45,15.887,15.87,15.901,29.1,13.06985,80.27368
borewell_4,2020,11,21,7.34,15.809,15.887,15.882,31.0,13.06985,80.27368
borewell_4,2020,11,22,2.22,15.885,15.809,15.878,29.6,13.06985,80.27368
borewell_4,2020,11,23,8.09,15.814,15.885,15.881,30.3,13.06985,80.27368
borewell_4,2020,11,24,11.08,15.785,15.814,15.861,31.8,13.06985,80.27368
borewell_4,2020,11,25,9.14,15.937,15.785,15.855,27.5,13.06985,80.27368
borewell_4,2020,11,26,5.35,15.888,15.937,15.858,36.0,13.06985,80.27368
borewell_4,2020,11,27,10.78,15.803,15.888,15.846,27.0,13.06985,80.27368
borewell_4,2020,11,28,3.98,15.867,15.803,15.854,26.4,13.06985,80.27368
borewell_4,2020,11,29,8.29,15.86,15.867,15.851,33.5,13.06985,80.27368
borewell_4,2020,11,30,11.09,15.86,15.86,15.857,32.4,13.06985,80.27368
borewell_4,2020,12,1,4.04,15.842,15.86,15.865,31.9,13.06985,80.27368
borewell_4,2020,12,2,1.41,15.834,15.842,15.85,31.9,13.06985,80.27368
borewell_4,2020,12,3,1.94,15.828,15.834,15.842,30.0,13.06985,80.27368
borewell_4,2020,12,4,2.38,15.875,15.828,15.852,27.3,13.06985,80.27368
borewell_4,2020,12,5,1.85,15.933,15.875,15.861,30.2,13.06985,80.27368
borewell_4,2020,12,6,1.63,15.803,15.933,15.853,28.0,13.06985,80.27368
borewell_4,2020,12,7,2.95,15.794,15.803,15.844,32.9,13.06985,80.27368
borewell_4,2020,12,8,5.11,15.878,15.794,15.849,29.6,13.06985,80.27368
borewell_4,2020,12,9,1.02,15.799,15.878,15.844,27.5,13.06985,80.27368
borewell_4,2020,12,10,3.98,15.772,15.799,15.836,29.0,13.06985,80.27368
borewell_4,2020,12,11,0.06,15.819,15.772,15.828,31.2,13.06985,80.27368
borewell_4,2020,12,12,1.84,15.801,15.819,15.809,28.3,13.06985,80.27368
borewell_4,2020,12,13,4.08,15.841,15.801,15.815,27.5,13.06985,80.27368
borewell_4,2020,12,14,3.07,15.862,15.841,15.825,30.7,13.06985,80.27368
borewell_4,2020,12,15,1.16,15.834,15.862,15.818,30.7,13.06985,80.27368
borewell_4,2020,12,16,0.33,15.836,15.834,15.824,28.5,13.06985,80.27368
borewell_4,2020,12,17,0.95,15.791,15.836,15.826,28.6,13.06985,80.27368
borewell_4,2020,12,18,2.44,15.78,15.791,15.821,30.7,13.06985,80.27368
borewell_4,2020,12,19,2.33,15.824,15.78,15.824,25.7,13.06985,80.27368
borewell_4,2020,12,20,1.88,15.817,15.824,15.82,25.8,13.06985,80.27368
borewell_4,2020,12,21,1.37,15.722,15.817,15.8,27.8,13.06985,80.27368
borewell_4,2020,12,22,0.27,15.863,15.722,15.805,29.4,13.06985,80.27368
borewell_4,2020,12,23,3.03,15.817,15.863,15.802,30.9,13.06985,80.27368
borewell_4,2020,12,24,4.42,15.845,15.817,15.81,34.4,13.06985,80.27368
borewell_4,2020,12,25,1.57,15.723,15.845,15.802,32.6,13.06985,80.27368
borewell_4,2020,12,26,1.27,15.905,15.723,15.813,29.5,13.06985,80.27368
borewell_4,2020,12,27,0.43,15.804,15.905,15.812,29.9,13.06985,80.27368
borewell_4,2020,12,28,3.62,15.845,15.804,15.829,27.0,13.06985,80.27368
borewell_4,2020,12,29,1.86,15.898,15.845,15.834,29.9,13.06985,80.27368
borewell_4,2020,12,30,3.4,15.776,15.898,15.828,29.1,13.06985,80.27368
borewell_4,2020,12,31,2.14,15.851,15.776,15.829,31.0,13.06985,80.27368
borewell_4,2021,1,1,1.46,15.853,15.851,15.848,27.5,13.06985,80.27368
borewell_4,2021,1,2,0.93,15.759,15.853,15.827,31.6,13.06985,80.27368
borewell_4,2021,1,3,3.18,15.761,15.759,15.821,34.6,13.06985,80.27368
borewell_4,2021,1,4,4.2,15.865,15.761,15.823,29.7,13.06985,80.27368
borewell_4,2021,1,5,3.09,15.856,15.865,15.817,31.2,13.06985,80.27368
borewell_4,2021,1,6,4.36,15.885,15.856,15.833,32.1,13.06985,80.27368
borewell_4,2021,1,7,4.38,15.845,15.885,15.832,28.8,13.06985,80.27368
borewell_4,2021,1,8,1.16,15.874,15.845,15.835,30.7,13.06985,80.27368
borewell_4,2021,1,9,3.22,15.87,15.874,15.851,30.0,13.06985,80.27368
borewell_4,2021,1,10,0.3,15.843,15.87,15.863,30.3,13.06985,80.27368
borewell_4,2021,1,11,0.27,15.783,15.843,15.851,27.7,13.06985,80.27368
borewell_4,2021,1,12,2.99,15.823,15.783,15.846,30.1,13.06985,80.27368
borewell_4,2021,1,13,0.75,15.841,15.823,15.84,31.5,13.06985,80.27368
borewell_4,2021,1,14,3.02,15.81,15.841,15.835,34.4,13.06985,80.27368
borewell_4,2021,1,15,4.31,15.925,15.81,15.842,32.9,13.06985,80.27368
borewell_4,2021,1,16,3.54,15.924,15.925,15.85,36.0,13.06985,80.27368
borewell_4,2021,1,17,4.29,15.887,15.924,15.856,27.7,13.06985,80.27368
borewell_4,2021,1,18,5.36,16.006,15.887,15.888,32.6,13.06985,80.27368
borewell_4,2021,1,19,1.22,15.9,16.006,15.899,30.6,13.06985,80.27368
borewell_4,2021,1,20,3.51,15.865,15.9,15.902,36.0,13.06985,80.27368
borewell_4,2021,1,21,2.31,15.878,15.865,15.912,27.6,13.06985,80.27368
borewell_4,2021,1,22,0.59,15.953,15.878,15.916,27.5,13.06985,80.27368
borewell_4,2021,1,23,2.08,15.901,15.953,15.913,28.2,13.06985,80.27368
borewell_4,2021,1,24,0.99,15.893,15.901,15.914,24.0,13.06985,80.27368
borewell_4,2021,1,25,3.5,15.934,15.893,15.903,28.4,13.06985,80.27368
borewell_4,2021,1,26,4.4,15.821,15.934,15.892,27.7,13.06985,80.27368
borewell_4,2021,1,27,5.06,15.857,15.821,15.891,30.5,13.06985,80.27368
borewell_4,2021,1,28,4.33,15.802,15.857,15.88,31.0,13.06985,80.27368
borewell_4,2021,1,29,3.75,15.94,15.802,15.878,35.6,13.06985,80.27368
borewell_4,2021,1,30,0.41,15.889,15.94,15.877,32.9,13.06985,80.27368
borewell_4,2021,1,31,2.04,15.803,15.889,15.864,28.3,13.06985,80.27368
borewell_4,2021,2,1,3.7,15.888,15.803,15.857,27.3,13.06985,80.27368
borewell_4,2021,2,2,3.46,15.894,15.888,15.867,31.5,13.06985,80.27368
borewell_4,2021,2,3,4.8,15.895,15.894,15.873,26.0,13.06985,80.27368
borewell_4,2021,2,4,1.06,15.923,15.895,15.89,35.5,13.06985,80.27368
borewell_4,2021,2,5,1.18,15.845,15.923,15.877,33.5,13.06985,80.27368
borewell_4,2021,2,6,4.55,15.855,15.845,15.872,28.6,13.06985,80.27368
borewell_4,2021,2,7,3.65,15.891,15.855,15.884,24.9,13.06985,80.27368
borewell_4,2021,2,8,2.92,15.998,15.891,15.9,34.1,13.06985,80.27368
borewell_4,2021,2,9,0.24,15.917,15.998,15.903,29.7,13.06985,80.27368
borewell_4,2021,2,10,3.71,15.918,15.917,15.907,33.7,13.06985,80.27368
borewell_4,2021,2,11,1.57,15.926,15.918,15.907,25.2,13.06985,80.27368
borewell_4,2021,2,12,5.77,15.893,15.926,15.914,28.2,13.06985,80.27368
borewell_4,2021,2,13,4.42,15.979,15.893,15.932,30.0,13.06985,80.27368
borewell_4,2021,2,14,1.96,15.982,15.979,15.945,30.1,13.06985,80.27368
borewell_4,2021,2,15,0.83,16.015,15.982,15.947,28.6,13.06985,80.27368
borewell_4,2021,2,16,0.99,15.923,16.015,15.948,31.9,13.06985,80.27368
borewell_4,2021,2,17,4.19,15.945,15.923,15.952,26.8,13.06985,80.27368
borewell_4,2021,2,18,4.02,15.992,15.945,15.961,29.6,13.06985,80.27368
borewell_4,2021,2,19,1.35,15.982,15.992,15.974,30.4,13.06985,80.27368
borewell_4,2021,2,20,0.02,15.938,15.982,15.968,31.5,13.06985,80.27368
borewell_4,2021,2,21,4.03,15.937,15.938,15.962,32.1,13.06985,80.27368
borewell_4,2021,2,22,2.67,16.061,15.937,15.968,26.6,13.06985,80.27368
borewell_4,2021,2,23,1.65,16.025,16.061,15.983,25.4,13.06985,80.27368
borewell_4,2021,2,24,3.43,15.973,16.025,15.987,33.8,13.06985,80.27368
borewell_4,2021,2,25,3.09,16.012,15.973,15.989,31.0,13.06985,80.27368
borewell_4,2021,2,26,2.14,16.033,16.012,15.997,27.8,13.06985,80.27368
borewell_4,2021,2,27,1.38,15.93,16.033,15.996,34.7,13.06985,80.27368
borewell_4,2021,2,28,0.12,15.933,15.93,15.995,30.3,13.06985,80.27368
borewell_4,2021,3,1,1.14,16.056,15.933,15.994,33.5,13.06985,80.27368
borewell_4,2021,3,2,2.39,15.994,16.056,15.99,30.2,13.06985,80.27368
borewell_4,2021,3,3,1.65,16.011,15.994,15.996,36.0,13.06985,80.27368
borewell_4,2021,3,4,2.67,16.04,16.011,15.999,35.3,13.06985,80.27368
borewell_4,2021,3,5,1.04,15.951,16.04,15.988,29.3,13.06985,80.27368
borewell_4,2021,3,6,2.73,15.99,15.951,15.996,32.9,13.06985,80.27368
borewell_4,2021,3,7,1.59,16.049,15.99,16.013,31.9,13.06985,80.27368
borewell_4,2021,3,8,2.69,16.076,16.049,16.016,34.1,13.06985,80.27368
borewell_4,2021,3,9,3.05,16.002,16.076,16.017,27.1,13.06985,80.27368
borewell_4,2021,3,10,1.38,16.034,16.002,16.02,32.1,13.06985,80.27368
borewell_4,2021,3,11,0.7,16.053,16.034,16.022,33.2,13.06985,80.27368
borewell_4,2021,3,12,4.99,16.131,16.053,16.048,24.7,13.06985,80.27368
borewell_4,2021,3,13,0.96,16.082,16.131,16.061,26.5,13.06985,80.27368
borewell_4,2021,3,14,3.5,16.052,16.082,16.061,24.0,13.06985,80.27368
borewell_4,2021,3,15,2.39,16.072,16.052,16.061,29.2,13.06985,80.27368
borewell_4,2021,3,16,3.9,16.044,16.072,16.067,32.2,13.06985,80.27368
borewell_4,2021,3,17,4.26,16.107,16.044,16.077,34.5,13.06985,80.27368
borewell_4,2021,3,18,1.64,16.094,16.107,16.083,30.2,13.06985,80.27368
borewell_4,2021,3,19,1.48,16.042,16.094,16.07,34.9,13.06985,80.27368
borewell_4,2021,3,20,1.59,16.077,16.042,16.07,25.9,13.06985,80.27368
borewell_4,2021,3,21,0.48,16.075,16.077,16.073,24.9,13.06985,80.27368
borewell_4,2021,3,22,1.26,16.052,16.075,16.07,29.8,13.06985,80.27368
borewell_4,2021,3,23,0.65,16.075,16.052,16.075,31.2,13.06985,80.27368
borewell_4,2021,3,24,4.88,16.121,16.075,16.077,29.9,13.06985,80.27368
borewell_4,2021,3,25,2.03,16.047,16.121,16.07,24.0,13.06985,80.27368
borewell_4,2021,3,26,3.51,16.199,16.047,16.092,29.7,13.06985,80.27368
borewell_4,2021,3,27,3.49,16.006,16.199,16.082,26.1,13.06985,80.27368
borewell_4,2021,3,28,4.6,16.118,16.006,16.088,32.0,13.06985,80.27368
borewell_4,2021,3,29,3.48,16.137,16.118,16.1,31.1,13.06985,80.27368
borewell_4,2021,3,30,0.82,16.03,16.137,16.094,27.2,13.06985,80.27368
borewell_4,2021,3,31,3.07,16.124,16.03,16.094,28.5,13.06985,80.27368
borewell_4,2021,4,1,3.36,16.143,16.124,16.108,26.8,13.06985,80.27368
borewell_4,2021,4,2,0.98,16.131,16.143,16.098,29.8,13.06985,80.27368
borewell_4,2021,4,3,3.9,16.18,16.131,16.123,32.9,13.06985,80.27368
borewell_4,2021,4,4,1.39,16.147,16.18,16.127,27.0,13.06985,80.27368
borewell_4,2021,4,5,2.42,16.239,16.147,16.142,31.5,13.06985,80.27368
borewell_4,2021,4,6,2.98,16.266,16.239,16.176,28.4,13.06985,80.27368
borewell_4,2021,4,7,1.17,16.172,16.266,16.183,27.6,13.06985,80.27368
borewell_4,2021,4,8,3.89,16.175,16.172,16.187,29.7,13.06985,80.27368
borewell_4,2021,4,9,0.76,16.171,16.175,16.193,26.9,13.06985,80.27368
borewell_4,2021,4,10,1.63,16.046,16.171,16.174,28.3,13.06985,80.27368
borewell_4,2021,4,11,1.18,16.185,16.046,16.179,26.4,13.06985,80.27368
borewell_4,2021,4,12,0.96,16.28,16.185,16.185,35.9,13.06985,80.27368
borewell_4,2021,4,13,2.8,16.152,16.28,16.169,30.1,13.06985,80.27368
borewell_4,2021,4,14,1.1,16.216,16.152,16.175,27.9,13.06985,80.27368
borewell_4,2021,4,15,3.58,16.245,16.216,16.185,30.6,13.06985,80.27368
borewell_4,2021,4,16,1.44,16.29,16.245,16.202,29.7,13.06985,80.27368
borewell_4,2021,4,17,1.55,16.272,16.29,16.234,29.3,13.06985,80.27368
borewell_4,2021,4,18,2.28,16.213,16.272,16.238,31.8,13.06985,80.27368
borewell_4,2021,4,19,4.09,16.298,16.213,16.241,32.3,13.06985,80.27368
borewell_4,2021,4,20,0.85,16.296,16.298,16.262,28.4,13.06985,80.27368
borewell_4,2021,4,21,5.09,16.207,16.296,16.26,28.3,13.06985,80.27368
borewell_4,2021,4,22,2.66,16.221,16.207,16.257,29.2,13.06985,80.27368
borewell_4,2021,4,23,0.77,16.155,16.221,16.238,24.0,13.06985,80.27368
borewell_4,2021,4,24,5.19,16.205,16.155,16.228,25.5,13.06985,80.27368
borewell_4,2021,4,25,5.0,16.193,16.205,16.225,34.1,13.06985,80.27368
borewell_4,2021,4,26,3.3,16.244,16.193,16.217,34.9,13.06985,80.27368
borewell_4,2021,4,27,0.52,16.177,16.244,16.2,29.3,13.06985,80.27368
borewell_4,2021,4,28,4.01,16.31,16.177,16.215,31.7,13.06985,80.27368
borewell_4,2021,4,29,4.78,16.233,16.31,16.217,30.9,13.06985,80.27368
borewell_4,2021,4,30,3.39,16.339,16.233,16.243,36.0,13.06985,80.27368
borewell_4,2021,5,1,3.37,16.094,16.339,16.227,33.4,13.06985,80.27368
borewell_4,2021,5,2,1.16,16.247,16.094,16.235,29.6,13.06985,80.27368
borewell_4,2021,5,3,0.25,16.233,16.247,16.233,27.1,13.06985,80.27368
borewell_4,2021,5,4,2.2,16.297,16.233,16.251,25.2,13.06985,80.27368
borewell_4,2021,5,5,1.69,16.245,16.297,16.241,30.6,13.06985,80.27368
borewell_4,2021,5,6,4.38,16.379,16.245,16.262,27.7,13.06985,80.27368
borewell_4,2021,5,7,0.52,16.266,16.379,16.252,25.7,13.06985,80.27368
borewell_4,2021,5,8,3.27,16.34,16.266,16.287,28.1,13.06985,80.27368
borewell_4,2021,5,9,2.96,16.316,16.34,16.297,26.8,13.06985,80.27368
borewell_4,2021,5,10,1.97,16.306,16.316,16.307,35.1,13.06985,80.27368
borewell_4,2021,5,11,3.52,16.257,16.306,16.301,32.6,13.06985,80.27368
borewell_4,2021,5,12,3.82,16.369,16.257,16.319,30.0,13.06985,80.27368
borewell_4,2021,5,13,4.96,16.318,16.369,16.31,34.4,13.06985,80.27368
borewell_4,2021,5,14,3.82,16.236,16.318,16.306,30.2,13.06985,80.27368
borewell_4,2021,5,15,0.41,16.409,16.236,16.316,27.4,13.06985,80.27368
borewell_4,2021,5,16,1.73,16.295,16.409,16.313,34.6,13.06985,80.27368
borewell_4,2021,5,17,1.76,16.383,16.295,16.324,31.6,13.06985,80.27368
borewell_4,2021,5,18,0.74,16.344,16.383,16.336,26.9,13.06985,80.27368
borewell_4,2021,5,19,4.74,16.373,16.344,16.337,29.4,13.06985,80.27368
borewell_4,2021,5,20,3.55,16.411,16.373,16.35,27.4,13.06985,80.27368
borewell_4,2021,5,21,3.87,16.377,16.411,16.37,25.9,13.06985,80.27368
borewell_4,2021,5,22,0.72,16.314,16.377,16.357,32.8,13.06985,80.27368
borewell_4,2021,5,23,4.75,16.359,16.314,16.366,35.7,13.06985,80.27368
borewell_4,2021,5,24,0.61,16.38,16.359,16.365,25.8,13.06985,80.27368
borewell_4,2021,5,25,3.19,16.365,16.38,16.368,31.7,13.06985,80.27368
borewell_4,2021,5,26,4.45,16.333,16.365,16.363,28.0,13.06985,80.27368
borewell_4,2021,5,27,0.19,16.447,16.333,16.368,28.5,13.06985,80.27368
borewell_4,2021,5,28,2.55,16.409,16.447,16.372,28.2,13.06985,80.27368
borewell_4,2021,5,29,2.61,16.379,16.409,16.382,27.4,13.06985,80.27368
borewell_4,2021,5,30,0.68,16.39,16.379,16.386,30.1,13.06985,80.27368
borewell_4,2021,5,31,5.05,16.384,16.39,16.387,27.5,13.06985,80.27368
borewell_4,2021,6,1,9.91,16.388,16.384,16.39,30.8,13.06985,80.27368
borewell_4,2021,6,2,28.8,16.502,16.388,16.414,29.8,13.06985,80.27368
borewell_4,2021,6,3,8.38,16.391,16.502,16.406,29.3,13.06985,80.27368
borewell_4,2021,6,4,37.74,16.414,16.391,16.407,27.3,13.06985,80.27368
borewell_4,2021,6,5,16.85,16.416,16.414,16.412,28.3,13.06985,80.27368
borewell_4,2021,6,6,8.42,16.366,16.416,16.409,32.3,13.06985,80.27368
borewell_4,2021,6,7,15.78,16.364,16.366,16.406,31.5,13.06985,80.27368
borewell_4,2021,6,8,10.75,16.475,16.364,16.418,27.1,13.06985,80.27368
borewell_4,2021,6,9,33.88,16.409,16.475,16.405,30.3,13.06985,80.27368
borewell_4,2021,6,10,18.31,16.447,16.409,16.413,32.3,13.06985,80.27368
borewell_4,2021,6,11,13.95,16.368,16.447,16.406,25.0,13.06985,80.27368
borewell_4,2021,6,12,27.48,16.506,16.368,16.419,31.6,13.06985,80.27368
borewell_4,2021,6,13,5.44,16.489,16.506,16.437,28.0,13.06985,80.27368
borewell_4,2021,6,14,20.38,16.476,16.489,16.453,31.7,13.06985,80.27368
borewell_4,2021,6,15,16.35,16.458,16.476,16.451,27.7,13.06985,80.27368
borewell_4,2021,6,16,35.31,16.392,16.458,16.448,24.6,13.06985,80.27368
borewell_4,2021,6,17,10.8,16.444,16.392,16.448,25.1,13.06985,80.27368
borewell_4,2021,6,18,14.14,16.413,16.444,16.454,30.1,13.06985,80.27368
borewell_4,2021,6,19,10.82,16.477,16.413,16.45,30.8,13.06985,80.27368
borewell_4,2021,6,20,33.82,16.407,16.477,16.438,27.3,13.06985,80.27368
borewell_4,2021,6,21,19.72,16.408,16.407,16.428,31.9,13.06985,80.27368
borewell_4,2021,6,22,25.18,16.465,16.408,16.43,25.0,13.06985,80.27368
borewell_4,2021,6,23,32.47,16.456,16.465,16.439,29.8,13.06985,80.27368
borewell_4,2021,6,24,18.28,16.433,16.456,16.437,26.4,13.06985,80.27368
borewell_4,2021,6,25,17.6,16.379,16.433,16.432,28.0,13.06985,80.27368
borewell_4,2021,6,26,23.49,16.523,16.379,16.439,30.1,13.06985,80.27368
borewell_4,2021,6,27,37.22,16.517,16.523,16.454,27.4,13.06985,80.27368
borewell_4,2021,6,28,22.04,16.383,16.517,16.451,28.8,13.06985,80.27368
borewell_4,2021,6,29,38.18,16.441,16.383,16.447,33.0,13.06985,80.27368
borewell_4,2021,6,30,43.81,16.454,16.441,16.447,28.3,13.06985,80.27368
borewell_4,2021,7,1,16.05,16.485,16.454,16.455,32.5,13.06985,80.27368
borewell_4,2021,7,2,39.29,16.492,16.485,16.471,26.6,13.06985,80.27368
borewell_4,2021,7,3,25.23,16.442,16.492,16.459,31.6,13.06985,80.27368
borewell_4,2021,7,4,44.63,16.463,16.442,16.452,34.3,13.06985,80.27368
borewell_4,2021,7,5,8.35,16.568,16.463,16.478,24.0,13.06985,80.27368
borewell_4,2021,7,6,27.46,16.444,16.568,16.479,27.6,13.06985,80.27368
borewell_4,2021,7,7,13.4,16.513,16.444,16.487,31.7,13.06985,80.27368
borewell_4,2021,7,8,16.1,16.444,16.513,16.481,29.4,13.06985,80.27368
borewell_4,2021,7,9,9.35,16.498,16.444,16.482,31.1,13.06985,80.27368
borewell_4,2021,7,10,18.57,16.429,16.498,16.48,28.2,13.06985,80.27368
borewell_4,2021,7,11,34.99,16.515,16.429,16.487,30.3,13.06985,80.27368
borewell_4,2021,7,12,9.84,16.505,16.515,16.478,29.5,13.06985,80.27368
borewell_4,2021,7,13,35.18,16.562,16.505,16.495,33.5,13.06985,80.27368
borewell_4,2021,7,14,5.63,16.44,16.562,16.485,30.8,13.06985,80.27368
borewell_4,2021,7,15,36.14,16.592,16.44,16.506,31.0,13.06985,80.27368
borewell_4,2021,7,16,30.58,16.493,16.592,16.505,28.8,13.06985,80.27368
borewell_4,2021,7,17,19.97,16.482,16.493,16.513,28.5,13.06985,80.27368
borewell_4,2021,7,18,7.01,16.594,16.482,16.524,28.7,13.06985,80.27368
borewell_4,2021,7,19,27.55,16.503,16.594,16.524,31.2,13.06985,80.27368
borewell_4,2021,7,20,8.45,16.477,16.503,16.512,28.7,13.06985,80.27368
borewell_4,2021,7,21,35.72,16.522,16.477,16.523,30.9,13.06985,80.27368
borewell_4,2021,7,22,7.69,16.466,16.522,16.505,36.0,13.06985,80.27368
borewell_4,2021,7,23,17.02,16.577,16.466,16.517,32.6,13.06985,80.27368
borewell_4,2021,7,24,28.53,16.561,16.577,16.528,29.0,13.06985,80.27368
borewell_4,2021,7,25,32.47,16.607,16.561,16.53,33.6,13.06985,80.27368
borewell_4,2021,7,26,11.64,16.539,16.607,16.536,28.8,13.06985,80.27368
borewell_4,2021,7,27,18.96,16.523,16.539,16.542,24.0,13.06985,80.27368
borewell_4,2021,7,28,38.18,16.547,16.523,16.546,27.0,13.06985,80.27368
borewell_4,2021,7,29,13.49,16.486,16.547,16.549,24.4,13.06985,80.27368
borewell_4,2021,7,30,29.9,16.494,16.486,16.537,28.9,13.06985,80.27368
borewell_4,2021,7,31,23.5,16.489,16.494,16.527,30.1,13.06985,80.27368
borewell_4,2021,8,1,33.58,16.455,16.489,16.505,35.0,13.06985,80.27368
